name1,fb_population_1,name2,fb_population_2,link_value,ds
Oostende,2520,Aalst,4432,2.928964457908447e-05,2020-06-30
Dendermonde,2853,Mons,3369,7.865904093305595e-07,2020-06-30
Sint-Niklaas,3462,Mons,3369,5.546583987851677e-07,2020-06-30
Liège,7678,Mons,3369,9.966396005760478e-07,2020-06-30
Bastogne,512,Mons,3369,2.173428651229464e-06,2020-06-30
Ieper,1558,Mons,3369,4.7600658285521526e-07,2020-06-30
Mouscron,1119,Mons,3369,6.360013938773755e-06,2020-06-30
Maaseik,3671,Mons,3369,2.114460021770891e-07,2020-06-30
Kortrijk,4141,Mons,3369,8.648448935541737e-07,2020-06-30
Marche-en-Famenne,690,Mons,3369,1.0474960708548278e-06,2020-06-30
Gent,6732,Mons,3369,6.379270313992318e-07,2020-06-30
Mons,3369,Mons,3369,0.0,2020-06-30
Neufchâteau,703,Mons,3369,2.972328041456785e-06,2020-06-30
Oostende,2520,Mons,3369,5.605121103661719e-06,2020-06-30
Eeklo,1311,Oudenaarde,1628,1.2291398876067067e-05,2020-06-30
Soignies,2464,Oudenaarde,1628,4.013495161019513e-06,2020-06-30
Mechelen,4177,Oudenaarde,1628,1.6181205581492866e-06,2020-06-30
Liège,7678,Oudenaarde,1628,3.957608070007132e-07,2020-06-30
Sint-Niklaas,3462,Oudenaarde,1628,4.3596230771274085e-06,2020-06-30
Marche-en-Famenne,690,Oudenaarde,1628,1.116747040660084e-06,2020-06-30
Tongeren,3135,Oudenaarde,1628,8.433097547930083e-07,2020-06-30
Bastogne,512,Oudenaarde,1628,6.272284104315355e-07,2020-06-30
Virton,589,Oudenaarde,1628,2.032976353859206e-07,2020-06-30
Diksmuide,747,Oudenaarde,1628,7.218694467690451e-06,2020-06-30
Ath,1096,Oudenaarde,1628,2.879688954050268e-05,2020-06-30
Maaseik,3671,Namur,3761,2.335977844775031e-07,2020-06-30
Thuin,1979,Dinant,1309,4.144973407311997e-06,2020-06-30
Mechelen,4177,Namur,3761,7.286218551146193e-07,2020-06-30
Halle-Vilvoorde,6915,Dinant,1309,2.447461159796419e-06,2020-06-30
Arlon,821,Namur,3761,1.0501903912576494e-05,2020-06-30
Diksmuide,747,Dinant,1309,4.6974288478118927e-07,2020-06-30
Soignies,2464,Dinant,1309,3.2131420553266565e-06,2020-06-30
Turnhout,6565,Namur,3761,2.265705707227737e-07,2020-06-30
Turnhout,6565,Dinant,1309,4.928233150215011e-07,2020-06-30
Maaseik,3671,Dinant,1309,3.218559573272529e-07,2020-06-30
Brussel Hoofdstad,12500,Namur,3761,1.402940791667194e-05,2020-06-30
Dendermonde,2853,Namur,3761,6.394246102178893e-07,2020-06-30
Dendermonde,2853,Dinant,1309,1.0379992420127087e-06,2020-06-30
Brugge,3707,Namur,3761,1.1579625572447421e-06,2020-06-30
Brugge,3707,Dinant,1309,4.462121966933441e-06,2020-06-30
Soignies,2464,Namur,3761,7.633140102301987e-06,2020-06-30
Thuin,1979,Namur,3761,1.0938461741321443e-05,2020-06-30
Mouscron,1119,Namur,3761,1.91844969505209e-06,2020-06-30
Charleroi,5815,Namur,3761,3.584729712250636e-05,2020-06-30
Charleroi,5815,Dinant,1309,7.098516730228399e-06,2020-06-30
Kortrijk,4141,Dinant,1309,1.5973839939552764e-06,2020-06-30
Maaseik,3671,Dendermonde,2853,9.484093804717467e-07,2020-06-30
Eeklo,1311,Dendermonde,2853,1.082819028179045e-05,2020-06-30
Veurne,894,Dendermonde,2853,1.0191612600886247e-05,2020-06-30
Arlon,821,Dendermonde,2853,2.7678345808757925e-07,2020-06-30
Namur,3761,Dendermonde,2853,6.394246102178893e-07,2020-06-30
Ieper,1558,Dendermonde,2853,3.1787507161378863e-06,2020-06-30
Tournai,1817,Dendermonde,2853,9.215611459462179e-07,2020-06-30
Halle-Vilvoorde,6915,Dendermonde,2853,1.3295394052073668e-05,2020-06-30
Kortrijk,4141,Neufchâteau,703,9.439710630625614e-07,2020-06-30
Halle-Vilvoorde,6915,Neufchâteau,703,2.2745291897021546e-06,2020-06-30
Marche-en-Famenne,690,Neufchâteau,703,5.7239938532844715e-05,2020-06-30
Virton,589,Neufchâteau,703,8.279155305783846e-05,2020-06-30
Aalst,4432,Neufchâteau,703,5.699508715849206e-07,2020-06-30
Sint-Niklaas,3462,Neufchâteau,703,6.84396493025518e-07,2020-06-30
Waremme,1035,Neufchâteau,703,3.005757201027986e-06,2020-06-30
Brussel Hoofdstad,12500,Eeklo,1311,2.210780574624968e-06,2020-06-30
Leuven,5614,Eeklo,1311,1.5777412704757627e-06,2020-06-30
Turnhout,6565,Eeklo,1311,1.615110254120608e-06,2020-06-30
Oudenaarde,1628,Eeklo,1311,1.2291398876067067e-05,2020-06-30
Bastogne,512,Eeklo,1311,5.224638343291805e-07,2020-06-30
Mechelen,4177,Eeklo,1311,2.649435357235345e-06,2020-06-30
Eeklo,1311,Eeklo,1311,0.0,2020-06-30
Waremme,1035,Eeklo,1311,2.774649990515741e-07,2020-06-30
Huy,1375,Eeklo,1311,3.423138434580081e-07,2020-06-30
Dinant,1309,Tielt,1342,1.5583955661476982e-06,2020-06-30
Virton,589,Tielt,1342,2.6168432956821165e-07,2020-06-30
Charleroi,5815,Tielt,1342,3.323095453397245e-07,2020-06-30
Namur,3761,Tielt,1342,2.6652828706694734e-07,2020-06-30
Hasselt,6225,Tielt,1342,7.280796832446052e-07,2020-06-30
Tournai,1817,Tielt,1342,1.989282560075706e-06,2020-06-30
Ieper,1558,Tielt,1342,1.5980782062507266e-05,2020-06-30
Dendermonde,2853,Tielt,1342,4.2354218717322265e-06,2020-06-30
Maaseik,3671,Tielt,1342,1.496810084053476e-06,2020-06-30
Marche-en-Famenne,690,Tielt,1342,1.0622593926228994e-06,2020-06-30
Ath,1096,Tielt,1342,1.2343192087717637e-06,2020-06-30
Liège,7678,Tielt,1342,3.187369675718332e-07,2020-06-30
Eeklo,1311,Maaseik,3671,7.957853660176337e-07,2020-06-30
Ath,1096,Maaseik,3671,2.2376448745235862e-07,2020-06-30
Huy,1375,Maaseik,3671,3.0434319456384286e-07,2020-06-30
Verviers,2804,Maaseik,3671,7.694804713967516e-07,2020-06-30
Kortrijk,4141,Maaseik,3671,6.506790002466876e-07,2020-06-30
Sint-Niklaas,3462,Maaseik,3671,1.084017904339437e-06,2020-06-30
Leuven,5614,Maaseik,3671,6.766578754517612e-06,2020-06-30
Maaseik,3671,Maaseik,3671,0.0,2020-06-30
Philippeville,835,Maaseik,3671,1.111719822214931e-07,2020-06-30
Oostende,2520,Maaseik,3671,7.817487170216413e-06,2020-06-30
Leuven,5614,Brugge,3707,9.96673269203051e-06,2020-06-30
Liège,7678,Brugge,3707,2.6762593304016136e-06,2020-06-30
Tielt,1342,Brugge,3707,4.0490529587917336e-05,2020-06-30
Soignies,2464,Brugge,3707,3.343173404519699e-06,2020-06-30
Verviers,2804,Brugge,3707,4.446636033770987e-06,2020-06-30
Charleroi,5815,Brugge,3707,2.9920168126893297e-06,2020-06-30
Ieper,1558,Brugge,3707,1.2671362776877341e-05,2020-06-30
Tournai,1817,Brugge,3707,3.4978254918025858e-06,2020-06-30
Bastogne,512,Brugge,3707,1.6172130241584987e-06,2020-06-30
Ath,1096,Brugge,3707,3.7930592658873535e-06,2020-06-30
Dendermonde,2853,Tongeren,3135,1.1898676969608769e-06,2020-06-30
Ieper,1558,Tongeren,3135,6.17255785825477e-07,2020-06-30
Tournai,1817,Tongeren,3135,2.2954212914529227e-07,2020-06-30
Antwerpen,12564,Tongeren,3135,2.9263854792935367e-06,2020-06-30
Thuin,1979,Tongeren,3135,3.5410479946529523e-07,2020-06-30
Ath,1096,Tongeren,3135,4.1042918251907884e-07,2020-06-30
Bastogne,512,Tongeren,3135,1.0188750166135031e-06,2020-06-30
Tielt,1342,Tongeren,3135,6.501089919397239e-07,2020-06-30
Mouscron,1119,Tongeren,3135,3.5787716282518966e-07,2020-06-30
Roeselare,2472,Tongeren,3135,1.0951496537427383e-06,2020-06-30
Aalst,4432,Liège,7678,1.0557962081720008e-06,2020-06-30
Leuven,5614,Liège,7678,1.5473038394398522e-06,2020-06-30
Charleroi,5815,Liège,7678,3.1187596476704037e-06,2020-06-30
Oudenaarde,1628,Liège,7678,3.957608070007132e-07,2020-06-30
Waremme,1035,Liège,7678,6.551674074825107e-05,2020-06-30
Kortrijk,4141,Liège,7678,3.248467873653573e-07,2020-06-30
Roeselare,2472,Liège,7678,3.799944945937658e-07,2020-06-30
Ath,1096,Liège,7678,6.126797447933958e-07,2020-06-30
Dinant,1309,Liège,7678,7.153456945069343e-06,2020-06-30
Namur,3761,Liège,7678,7.27182188782126e-06,2020-06-30
Liège,7678,Liège,7678,0.0,2020-06-30
Ath,1096,Roeselare,2472,1.1201080651553687e-06,2020-06-30
Soignies,2464,Roeselare,2472,1.285397274041518e-06,2020-06-30
Antwerpen,12564,Roeselare,2472,1.884422491931464e-06,2020-06-30
Roeselare,2472,Roeselare,2472,0.0,2020-06-30
Namur,3761,Roeselare,2472,3.082728019999402e-07,2020-06-30
Mouscron,1119,Roeselare,2472,1.1550776702242555e-05,2020-06-30
Sint-Niklaas,3462,Roeselare,2472,3.5604704670336807e-06,2020-06-30
Tournai,1817,Roeselare,2472,2.145527934195908e-06,2020-06-30
Brussel Hoofdstad,12500,Roeselare,2472,2.6542835311039193e-06,2020-06-30
Arlon,821,Roeselare,2472,1.754859264940506e-07,2020-06-30
Neufchâteau,703,Roeselare,2472,3.4623142377358013e-07,2020-06-30
Halle-Vilvoorde,6915,Roeselare,2472,1.9350713228434376e-06,2020-06-30
Antwerpen,12564,Veurne,894,1.1432490470353525e-05,2020-06-30
Diksmuide,747,Veurne,894,0.00013205393689859517,2020-06-30
Oudenaarde,1628,Veurne,894,1.43387307816838e-05,2020-06-30
Brugge,3707,Veurne,894,2.7288153619980042e-05,2020-06-30
Roeselare,2472,Veurne,894,4.083073737532535e-05,2020-06-30
Waremme,1035,Veurne,894,8.989030809216913e-06,2020-06-30
Mons,3369,Veurne,894,1.4504701684096918e-05,2020-06-30
Sint-Niklaas,3462,Veurne,894,8.929452257590161e-06,2020-06-30
Neufchâteau,703,Veurne,894,6.077253516320982e-06,2020-06-30
Tongeren,3705,Virton,821,6.522860551964982e-09,2020-04-21
Gent,7880,Virton,821,9.162373738042881e-08,2020-04-21
Mechelen,4934,Virton,821,1.065335557366048e-08,2020-04-21
Thuin,2479,Virton,821,4.0701110564946065e-08,2020-04-21
Maaseik,4293,Virton,821,1.1258885788506991e-09,2020-04-21
Kortrijk,4931,Virton,821,6.049151198003161e-07,2020-04-21
Mons,4075,Virton,821,7.264986005561242e-09,2020-04-21
Nivelles,4755,Virton,821,9.86636672708517e-07,2020-04-21
Marche-en-Famenne,936,Virton,821,1.0495690306896154e-06,2020-04-21
Philippeville,1027,Virton,821,4.3298583208233376e-07,2020-04-21
Turnhout,7676,Virton,821,2.6761488526935534e-08,2020-04-21
Dinant,1633,Hasselt,7179,5.1281645715707693e-08,2020-04-21
Namur,4674,Hasselt,7179,1.0865360741202076e-07,2020-04-21
Ieper,1856,Hasselt,7179,5.576726686338774e-08,2020-04-21
Philippeville,1027,Hasselt,7179,1.708869080475083e-08,2020-04-21
Sint-Niklaas,4164,Hasselt,7179,6.277108840049582e-07,2020-04-21
Eeklo,1522,Hasselt,7179,7.290820522909517e-08,2020-04-21
Brussel Hoofdstad,14071,Hasselt,7179,1.1534627465007163e-06,2020-04-21
Gent,7880,Hasselt,7179,2.637177595972389e-07,2020-04-21
Aalst,5065,Hasselt,7179,3.475203667315491e-07,2020-04-21
Veurne,922,Hasselt,7179,4.0317804394698945e-08,2020-04-21
Brugge,4358,Hasselt,7179,1.651426556596849e-07,2020-04-21
Thuin,2479,Hasselt,7179,4.236552377585614e-08,2020-04-21
Neufchâteau,904,Hasselt,7179,6.726044875662677e-09,2020-04-21
Hasselt,7179,Hasselt,7179,0.0,2020-04-21
Waremme,1301,Hasselt,7179,1.01108937074585e-06,2020-04-21
Verviers,3589,Hasselt,7179,6.218534216862674e-07,2020-04-21
Marche-en-Famenne,936,Hasselt,7179,5.263313030179353e-08,2020-04-21
Antwerpen,14616,Hasselt,7179,1.1887231333771494e-06,2020-04-21
Oudenaarde,1924,Hasselt,7179,1.1818662570856466e-07,2020-04-21
Tielt,1592,Hasselt,7179,5.090969176702901e-08,2020-04-21
Tongeren,3705,Hasselt,7179,2.1634288932549205e-05,2020-04-21
Kortrijk,4931,Hasselt,7179,2.3486074947347907e-07,2020-04-21
Mouscron,1386,Hasselt,7179,4.0629352146409174e-08,2020-04-21
Leuven,6714,Hasselt,7179,8.991445166779564e-06,2020-04-21
Halle-Vilvoorde,8330,Hasselt,7179,1.060759009989684e-06,2020-04-21
Ath,1427,Hasselt,7179,6.570544991265786e-08,2020-04-21
Diksmuide,912,Hasselt,7179,5.394245080904268e-08,2020-04-21
Huy,1787,Hasselt,7179,2.0616318127408926e-07,2020-04-21
Arlon,987,Hasselt,7179,1.6521153610037048e-08,2020-04-21
Mechelen,4934,Hasselt,7179,9.255401600254198e-07,2020-04-21
Roeselare,2915,Mechelen,4934,6.025105737536235e-07,2020-04-21
Tongeren,3705,Mechelen,4934,3.3964276438622014e-07,2020-04-21
Brugge,4358,Mechelen,4934,2.384380721803216e-07,2020-04-21
Hasselt,7179,Mechelen,4934,9.255401600254198e-07,2020-04-21
Soignies,3100,Mechelen,4934,3.953880936503162e-07,2020-04-21
Eeklo,1522,Mechelen,4934,3.148108649931129e-07,2020-04-21
Dinant,1633,Mechelen,4934,1.6683740770032546e-08,2020-04-21
Leuven,6714,Mechelen,4934,7.65173796053617e-06,2020-04-21
Veurne,922,Mechelen,4934,7.335012084802594e-07,2020-04-21
Waremme,1301,Mechelen,4934,5.741453400125115e-08,2020-04-21
Philippeville,1027,Mechelen,4934,6.059412695361652e-08,2020-04-21
Marche-en-Famenne,936,Mechelen,4934,1.1234821142266083e-07,2020-04-21
Tournai,2264,Mechelen,4934,2.5377576130106697e-07,2020-04-21
Ieper,1856,Mechelen,4934,1.277250719347605e-07,2020-04-21
Virton,821,Oudenaarde,1924,1.4759073833373469e-08,2020-04-21
Philippeville,1027,Oudenaarde,1924,2.6107621044329902e-08,2020-04-21
Nivelles,4755,Oudenaarde,1924,2.1449153941267504e-07,2020-04-21
Brussel Hoofdstad,14071,Oudenaarde,1924,2.882607175123698e-06,2020-04-21
Thuin,2479,Halle-Vilvoorde,8330,5.559860471974571e-07,2020-04-21
Marche-en-Famenne,936,Halle-Vilvoorde,8330,1.6044777699439563e-07,2020-04-21
Sint-Niklaas,4164,Halle-Vilvoorde,8330,2.0781321540097667e-06,2020-04-21
Mouscron,1386,Halle-Vilvoorde,8330,4.5661774639079845e-07,2020-04-21
Dinant,1633,Halle-Vilvoorde,8330,1.3546812012064615e-07,2020-04-21
Namur,4674,Halle-Vilvoorde,8330,9.325306421038166e-07,2020-04-21
Ieper,1856,Halle-Vilvoorde,8330,2.314208216127173e-07,2020-04-21
Gent,7880,Halle-Vilvoorde,8330,1.3088689669728177e-06,2020-04-21
Antwerpen,14616,Halle-Vilvoorde,8330,1.9342875420035353e-06,2020-04-21
Huy,1787,Halle-Vilvoorde,8330,2.1969642708257126e-07,2020-04-21
Arlon,987,Halle-Vilvoorde,8330,1.361088653148334e-07,2020-04-21
Mechelen,4934,Halle-Vilvoorde,8330,7.565276385613599e-06,2020-04-21
Hasselt,7179,Halle-Vilvoorde,8330,1.060759009989684e-06,2020-04-21
Veurne,922,Halle-Vilvoorde,8330,2.565327339488631e-07,2020-04-21
Roeselare,2915,Oudenaarde,1924,2.748823503540484e-06,2020-04-21
Dinant,1633,Oudenaarde,1924,4.9573304319170817e-08,2020-04-21
Leuven,6714,Oudenaarde,1924,3.957813665141636e-07,2020-04-21
Hasselt,7179,Oudenaarde,1924,1.1818662570856466e-07,2020-04-21
Mechelen,4934,Oudenaarde,1924,3.7015516342634297e-07,2020-04-21
Waremme,1301,Oudenaarde,1924,5.132475347694409e-08,2020-04-21
Sint-Niklaas,4164,Oudenaarde,1924,1.1963155875259621e-06,2020-04-21
Marche-en-Famenne,936,Oudenaarde,1924,3.2502035707163915e-08,2020-04-21
Namur,4674,Oudenaarde,1924,8.693044636561966e-08,2020-04-21
Kortrijk,4931,Oudenaarde,1924,1.2391952414260263e-05,2020-04-21
Oudenaarde,1924,Oudenaarde,1924,0.0,2020-04-21
Tongeren,3705,Halle-Vilvoorde,8330,4.5249768823408813e-07,2020-04-21
Bastogne,684,Halle-Vilvoorde,8330,2.33663501602256e-07,2020-04-21
Turnhout,7676,Halle-Vilvoorde,8330,5.360139911941352e-07,2020-04-21
Tournai,2264,Halle-Vilvoorde,8330,5.390322879951239e-07,2020-04-21
Soignies,3100,Halle-Vilvoorde,8330,4.600438485686133e-06,2020-04-21
Antwerpen,14616,Oudenaarde,1924,5.186770760457133e-07,2020-04-21
Brugge,4358,Oudenaarde,1924,5.908751319490189e-07,2020-04-21
Tournai,2264,Oudenaarde,1924,2.4756401744034247e-06,2020-04-21
Soignies,3100,Oudenaarde,1924,1.1693887701952221e-06,2020-04-21
Dendermonde,3490,Oudenaarde,1924,3.3944853966343936e-06,2020-04-21
Virton,821,Halle-Vilvoorde,8330,5.6138690033173514e-08,2020-04-21
Roeselare,2915,Halle-Vilvoorde,8330,3.222517464063139e-07,2020-04-21
Philippeville,1027,Halle-Vilvoorde,8330,1.7365642413129758e-07,2020-04-21
Leuven,6714,Halle-Vilvoorde,8330,5.7376721061632025e-06,2020-04-21
Oostende,2743,Halle-Vilvoorde,8330,1.2180887493097686e-06,2020-04-21
Verviers,3589,Halle-Vilvoorde,8330,2.54450385018076e-07,2020-04-21
Aalst,5065,Halle-Vilvoorde,8330,1.2037544298968115e-05,2020-04-21
Charleroi,7244,Halle-Vilvoorde,8330,1.5966721678548098e-06,2020-04-21
Waremme,1301,Halle-Vilvoorde,8330,6.612487240787754e-07,2020-04-21
Dendermonde,3490,Halle-Vilvoorde,8330,5.5708598079701245e-06,2020-04-21
Veurne,922,Oudenaarde,1924,4.868243073232227e-07,2020-04-21
Neufchâteau,904,Oudenaarde,1924,7.414968698154539e-09,2020-04-21
Turnhout,7676,Oudenaarde,1924,2.5284190213841074e-07,2020-04-21
Bastogne,684,Oudenaarde,1924,8.292223204503905e-09,2020-04-21
Ieper,1856,Oudenaarde,1924,1.232389432820467e-06,2020-04-21
Kortrijk,4931,Halle-Vilvoorde,8330,3.0591371467612445e-07,2020-04-21
Diksmuide,912,Oudenaarde,1924,5.441771477955688e-07,2020-04-21
Mouscron,1386,Oudenaarde,1924,3.768790971171923e-06,2020-04-21
Maaseik,4293,Oudenaarde,1924,5.897324206199118e-08,2020-04-21
Halle-Vilvoorde,8330,Oudenaarde,1924,1.3211278967581488e-06,2020-04-21
Gent,7880,Oudenaarde,1924,1.6027676045125284e-05,2020-04-21
Halle-Vilvoorde,8330,Halle-Vilvoorde,8330,0.0,2020-04-21
Brussel Hoofdstad,14071,Halle-Vilvoorde,8330,4.485442579182669e-05,2020-04-21
Eeklo,1522,Halle-Vilvoorde,8330,5.010686459678671e-07,2020-04-21
Diksmuide,912,Halle-Vilvoorde,8330,1.2477578750798564e-07,2020-04-21
Nivelles,4755,Halle-Vilvoorde,8330,5.795217791688303e-06,2020-04-21
Oudenaarde,1924,Halle-Vilvoorde,8330,1.3211278967581488e-06,2020-04-21
Maaseik,4293,Halle-Vilvoorde,8330,2.3748310012501224e-07,2020-04-21
Mons,4075,Halle-Vilvoorde,8330,7.434612758337341e-07,2020-04-21
Tielt,1592,Halle-Vilvoorde,8330,2.717421618084898e-07,2020-04-21
Liège,9364,Halle-Vilvoorde,8330,2.8045381412059136e-07,2020-04-21
Brugge,4358,Halle-Vilvoorde,8330,5.961868127569653e-07,2020-04-21
Neufchâteau,904,Halle-Vilvoorde,8330,5.572050775641061e-07,2020-04-21
Ath,1427,Halle-Vilvoorde,8330,1.7962769584090855e-06,2020-04-21
Verviers,3589,Oudenaarde,1924,4.6907698760582576e-08,2020-04-21
Tielt,1592,Oudenaarde,1924,5.5854032769861915e-06,2020-04-21
Oostende,2743,Oudenaarde,1924,1.2382155564802302e-06,2020-04-21
Charleroi,7244,Oudenaarde,1924,1.0299697972254572e-07,2020-04-21
Mons,4075,Oudenaarde,1924,1.968866999541846e-07,2020-04-21
Thuin,2479,Oudenaarde,1924,1.1065460843597188e-07,2020-04-21
Tongeren,3705,Oudenaarde,1924,6.770629240264868e-08,2020-04-21
Huy,1787,Oudenaarde,1924,3.592354599629361e-08,2020-04-21
Aalst,5065,Oudenaarde,1924,1.9587763294574743e-05,2020-04-21
Liège,9364,Oudenaarde,1924,4.779612853085728e-08,2020-04-21
Eeklo,1522,Oudenaarde,1924,2.4548110947585324e-06,2020-04-21
Ath,1427,Oudenaarde,1924,1.0618380669186557e-05,2020-04-21
Charleroi,7244,Waremme,1301,1.3533386463662243e-06,2020-04-21
Leuven,6714,Waremme,1301,1.377261176985593e-06,2020-04-21
Namur,4674,Waremme,1301,3.4860799119358008e-06,2020-04-21
Marche-en-Famenne,936,Waremme,1301,1.0028693893669552e-06,2020-04-21
Thuin,2479,Waremme,1301,7.367008353620257e-07,2020-04-21
Gent,7880,Waremme,1301,6.66254105867133e-08,2020-04-21
Dinant,1633,Waremme,1301,1.6448526103353776e-06,2020-04-21
Mons,4075,Waremme,1301,3.6957421083836353e-07,2020-04-21
Ath,1427,Waremme,1301,2.0973835588435855e-07,2020-04-21
Oudenaarde,1924,Waremme,1301,5.132475347694409e-08,2020-04-21
Dendermonde,3490,Waremme,1301,2.6546851614190163e-08,2020-04-21
Kortrijk,4931,Waremme,1301,3.518103158630522e-08,2020-04-21
Virton,821,Waremme,1301,3.543345952586105e-07,2020-04-21
Philippeville,1027,Waremme,1301,9.800893249846828e-08,2020-04-21
Sint-Niklaas,4164,Waremme,1301,1.1189035731230053e-07,2020-04-21
Bastogne,684,Waremme,1301,4.860629953338666e-07,2020-04-21
Turnhout,7676,Waremme,1301,9.705586152172516e-08,2020-04-21
Huy,1787,Waremme,1301,2.5367763052433315e-05,2020-04-21
Tongeren,3705,Waremme,1301,8.096704969555814e-07,2020-04-21
Tielt,1592,Waremme,1301,3.424720628630262e-08,2020-04-21
Maaseik,4293,Waremme,1301,3.889962347978033e-08,2020-04-21
Liège,9364,Waremme,1301,2.2347512395584375e-05,2020-04-21
Verviers,3589,Waremme,1301,3.7789139352567964e-06,2020-04-21
Waremme,1301,Waremme,1301,0.0,2020-04-21
Oostende,2743,Waremme,1301,5.7683880007939885e-08,2020-04-21
Antwerpen,14616,Waremme,1301,4.5702266994717284e-08,2020-04-21
Eeklo,1522,Waremme,1301,7.014158162420744e-09,2020-04-21
Brussel Hoofdstad,14071,Waremme,1301,4.2552028159252e-06,2020-04-21
Aalst,5065,Waremme,1301,8.995403133711201e-08,2020-04-21
Neufchâteau,904,Waremme,1301,4.133232359647712e-08,2020-04-21
Diksmuide,912,Waremme,1301,4.8494817195007336e-08,2020-04-21
Mouscron,1386,Waremme,1301,9.903106422267509e-09,2020-04-21
Hasselt,7179,Waremme,1301,1.01108937074585e-06,2020-04-21
Arlon,987,Waremme,1301,6.991874073310145e-08,2020-04-21
Brugge,4358,Waremme,1301,1.2335707483542717e-08,2020-04-21
Mechelen,4934,Waremme,1301,5.741453400125115e-08,2020-04-21
Nivelles,4755,Waremme,1301,4.2156149475925335e-06,2020-04-21
Halle-Vilvoorde,8330,Waremme,1301,6.612487240787754e-07,2020-04-21
Soignies,3100,Waremme,1301,9.566177185378297e-07,2020-04-21
Tournai,2264,Waremme,1301,4.412218837518213e-08,2020-04-21
Ieper,1856,Waremme,1301,2.670530584237547e-09,2020-04-21
Roeselare,2915,Waremme,1301,9.155702163983167e-09,2020-04-21
Veurne,922,Waremme,1301,1.157868625076396e-08,2020-04-21
Kortrijk,4931,Turnhout,7676,1.8748119987907532e-07,2020-04-21
Philippeville,1027,Turnhout,7676,1.4786722575589403e-08,2020-04-21
Marche-en-Famenne,936,Turnhout,7676,4.0319162691926276e-08,2020-04-21
Namur,4674,Turnhout,7676,3.822794334925239e-08,2020-04-21
Dinant,1633,Turnhout,7676,4.19067789765684e-08,2020-04-21
Diksmuide,912,Turnhout,7676,5.0308111704192456e-08,2020-04-21
Maaseik,4293,Turnhout,7676,3.7386323107124582e-06,2020-04-21
Verviers,3589,Turnhout,7676,3.7757173735964234e-08,2020-04-21
Tielt,1592,Turnhout,7676,1.512020640893575e-07,2020-04-21
Oudenaarde,1924,Turnhout,7676,2.5284190213841074e-07,2020-04-21
Ath,1427,Turnhout,7676,3.011425879798912e-08,2020-04-21
Soignies,3100,Turnhout,7676,1.5473632313510273e-07,2020-04-21
Thuin,2479,Turnhout,7676,2.7475056252482308e-08,2020-04-21
Aalst,5065,Turnhout,7676,1.5239868181460725e-07,2020-04-21
Charleroi,7244,Turnhout,7676,3.0963545084699485e-08,2020-04-21
Tongeren,3705,Turnhout,7676,7.997670740053011e-07,2020-04-21
Veurne,922,Turnhout,7676,6.222411462029214e-07,2020-04-21
Neufchâteau,904,Turnhout,7676,5.02529314246216e-08,2020-04-21
Oostende,2743,Turnhout,7676,1.2867684214826413e-07,2020-04-21
Liège,9364,Turnhout,7676,7.471041071083499e-08,2020-04-21
Mouscron,1386,Turnhout,7676,2.8534002702096207e-08,2020-04-21
Dendermonde,3490,Turnhout,7676,3.780613481560577e-07,2020-04-21
Sint-Niklaas,4164,Turnhout,7676,1.0595753713454303e-06,2020-04-21
Hasselt,7179,Turnhout,7676,4.065315886306391e-06,2020-04-21
Roeselare,2915,Turnhout,7676,7.710197888848326e-08,2020-04-21
Tournai,2264,Turnhout,7676,2.7258468726598476e-08,2020-04-21
Ieper,1856,Turnhout,7676,5.327064620838542e-08,2020-04-21
